url,source,label
https://agenciatributaria.doiih.cam/es,openphish,1
https://lnk.ink/3VQv5,openphish,1
http://itechbyte.com.br/dembe/page/,openphish,1
https://roblox.com.gr/404,openphish,1
https://secure-page-builder--joanpressy.replit.app/,openphish,1
https://www.whtsapp-user.com/,openphish,1
https://meiitebmeskx-iss.gitbook.io/us,openphish,1
http://meiitebmeskx-iss.gitbook.io/,openphish,1
https://bourrel-enregies.fr/factura/,openphish,1
http://officvial-ledr-net.pages.dev/,openphish,1
http://blonehairhub.susezzredeemvn.asia/string-window-timeout-watchdog-access-webhook-...,openphish,1
https://facebook-seks-32.blogspot.com/?m=1,openphish,1
http://www.verify-claims-esl.lat/,openphish,1
https://www.coinbases-two.vercel.app/,openphish,1
http://verify-claim-esl-org.help/,openphish,1
http://payment-esl-org.lat/,openphish,1
http://text-payment-esl-org.lat/,openphish,1
https://www.verify-claim-esl-org.lat/,openphish,1
https://verify-claim-esl-org.lat/,openphish,1
http://mmetamaskcrryptologin.webflow.io/,openphish,1
http://www.esl-org-manage.help/,openphish,1
http://payment-esl-org.help/,openphish,1
http://verify-claims-esl.help/,openphish,1
https://esl-org-text-payment.lat/,openphish,1
https://land09.aaknown.us/NDEtMTUxNS0wNTA2MjYtTlc/?u=162C1515&e=,openphish,1
https://binance-verify.com/Reference/,openphish,1
https://www.r.oblox.com.et/users/2661706558/profile,openphish,1
https://dlavor-bintel-5d04be-trkt-crendal.pages.dev/welcome_aboard?welcome=1000670590750990&token248=1000670590750990&name_token136=Vanderloc,openphish,1
https://njj.standard.us-east-1.oortstorages.com/docusign.doc?EMAIL=tanet8@254ba6c5ce0e2a048247ff438cba1880f5a7.org,openphish,1
http://tributariagob-com.eu.cc/es/,openphish,1
https://s4w.in/AUmlJ,openphish,1
https://aeroexpressperu.com/vart/wmailt.html,openphish,1
https://www.abc-sqdqe-test.com/,openphish,1
https://crinstallaties.nl/wp-includes/r9oot/snrweb.html,openphish,1
http://esbanque.pages.dev/,openphish,1
https://117426.com/,openphish,1
https://www.roblox.com.ml/users/367307911575/profile,openphish,1
http://www.383110.com/,openphish,1
http://roblox.com.gr/,openphish,1
https://nxt-asad-code.github.io/Netflex_Clone/,openphish,1
https://613823.com/,openphish,1
https://qr.link/2QHCj3,openphish,1
https://www.topepic.info/,openphish,1
http://www.fortnn.lol/,openphish,1
https://abhimanyu-labs.github.io/Netflix-Clone/,openphish,1
http://fza.zkq.temporary.site/wp-content/uploads/2021/silhouette.html,openphish,1
https://mediengebuehr.info/user/acess/verify/n-docusign/Windows/utility.php,openphish,1
http://www.deniz-mobil-com-promosyyon-direkt.duckdns.org/,openphish,1
https://authentication.ms/E.g-gZTCjqtW7tT8t5?/VGhlIG5leHQgZ2VuZXJhdGlvbiBvZiBzZWN1cml0eSBhd2FyZW5lc3MgaXMgZGVzaWduZWQgZm9yIGVtcGxveWVlcyBhbmQgYnVpbHQgZm9yIGVudGVycHJpc2VzLiBPdXIgaW5kdXN0cnktbGVhZGluZyByZXN1bHRzIGFyZSBwb3dlcmVkIGJ5IGNvZ25pdGl2ZSBhdXRvbWF0aW9uLg,openphish,1
https://qrco.de/bguXSO,openphish,1
https://fascinating-eclair-fd3572.netlify.app/,openphish,1
https://le-registres-societes-francaises.fr/,openphish,1
https://secure.dhlguestmanagement.com/events2/credapp.cfm,openphish,1
https://secure.dhlguestmanagement.com/events2/index.cfm?auuid=86B31A0E-C5AA-3041-3609F21326AA41FD,openphish,1
https://xsivok-belnar-9pu59a-cjbyh-1rs238.pages.dev/welcome_aboard?welcome=1000670590750990&token248=1000670590750990&name_token136=EcologyWise%20%D7%92%D7%99%D7%90%20%D7%A8%D7%95%D7%AA%D7%9D%20%D7%90%D7%A7%D7%95%D7%9C%D7%95%D7%92%D7%99%D7%94.%D7%A1%D7%91%D7%99%D7%91%D7%94.%D7%9E%D7%A8%D7%97%D7%91,openphish,1
https://komal182005.github.io/Facebook/,openphish,1
http://f37q.top/,openphish,1
http://booking-dubaii-hotels.webflow.io/,openphish,1
http://stationnement-antai-gouv-infractions.montazneplosiny.eu/fr/facture-electronique/dossie/fr-fr/fr/redirect,openphish,1
https://robinhood-login.com/login.html,openphish,1
https://car-gov.icu/on,openphish,1
https://miasxye.us.cc/5g/home.html,openphish,1
https://goo.su/miasxye,openphish,1
http://qnivok-trelna-2ed83f-vjbyh-6cb712.pages.dev/,openphish,1
https://trepeplwe-lightu9e28uy-dpsqlabj9w79.edgeone.dev/english.html,openphish,1
https://www.e365847.com/,openphish,1
http://www.e365858.com/,openphish,1
https://dhleaiu.help/no,openphish,1
https://dlh-posscx.top/uk,openphish,1
https://ananaya2400.github.io/shop-ui-clone/,openphish,1
https://cvmac.id/wp-includes/tacel/Mac/utility.php,openphish,1
https://face-book.com.vn/trangtran727?a,openphish,1
https://l0glnn-m1croqx0qftcom-0utloolx1drvvefil3es.fwh.is/index.html?i=1,openphish,1
https://id.handel.suchen.km.hikmvn.com/oauth2callbackAuthorize/details/link-system-confirmation-buyer/,openphish,1
https://jt2oua.cfd/o/yakj8/7303554050867200#selectedbank9,openphish,1
https://l6qrkf.top/o/yakj8/7303554050867200#selectedbank9,openphish,1
https://gh4mmu.sbs/o/yakj8/7303554050867200#selectedbank9,openphish,1
https://gi2mqf.sbs/o/yakj8/7303554050867200#selectedbank9,openphish,1
https://xingyezn.com/,openphish,1
https://www.hg361.net/,openphish,1
http://galabet-1084.com/,openphish,1
https://paczzka8473648.sbs/o/yakj8/7303554050867200#selectedbank9,openphish,1
https://nowe-06-07-26.click/o/yakj8/7303554050867200#selectedbank9,openphish,1
http://www.ehay.uk.login.secures-wr8ssvzwt.mcnameec.com.au/,openphish,1
https://nierfeld.eu/Kpemmalsiosnebeslm/index.php,openphish,1
https://warnex-pulto-8ac913-hfbb.pages.dev/,openphish,1
https://pnivok-trelna-2ed83f-vjbyh-6cb712.pages.dev/,openphish,1
https://mall.idealo.onl/,openphish,1
https://www.roblox.com.ml/users/283586650412/profile,openphish,1
https://goto.now/4qKGp,openphish,1
https://verify-login-account.com/,openphish,1
http://0zhngobxnphel0nm-awsapprunner-eq68mu6o5m.edgeone.app/revindex.html,openphish,1
http://new36-3-1-766.vercel.app/,openphish,1
https://narendra-nagda.github.io/Amazon-clone,openphish,1
http://rlonex-fursa-a7c109-wplm-bravik.pages.dev/,openphish,1
https://www.hoodchain.cc/,openphish,1
https://qurnela-gld-zartavi-a8x3fc52.pages.dev/,openphish,1
http://ts334.me/,openphish,1
http://for-your-success-whatsapp.herokuapp.com/,openphish,1
http://exhilarated-falcon-880916.framer.app/,openphish,1
http://coinbases-two.vercel.app/,openphish,1
https://ashutoshhospital.com/wp-admin/Korea.html,openphish,1
http://www.77208.cc/,openphish,1
https://77145.cc/,openphish,1
http://www.77093.cc/,openphish,1
http://www.77192.cc/,openphish,1
https://marnelo-gld-ventora-r4t6qp35.pages.dev/,openphish,1
https://esl-org-verify-claim.lat/,openphish,1
https://94w6u8-tg6-jwku4u-fpf-ecn2.pages.dev/,openphish,1
https://www.athensdotshop.com/Korea.html,openphish,1
http://secure-page-editor--ruckerrs54.replit.app/forgotpassword.html,openphish,1
https://qurnavi-gld-zarqumi-a9x1fc35.pages.dev/,openphish,1
https://218135.xyz/,openphish,1
http://mywork-gjb0bybuhgbgf8e5.z03.azurefd.net/,openphish,1
https://redrockcasoresort.spahotel.guru/,openphish,1
https://harbourbrighton.spahotel.guru/,openphish,1
https://saccharumresortsavoysignature.spahotel.guru/,openphish,1
https://castellodisanmarcocharmg.spahotel.guru/,openphish,1
http://craxil-xomber-zc3006tgb-nthn-hravik.pages.dev/,openphish,1
http://www.atomic-walletapp.godaddysites.com/,openphish,1
http://wlonex-fursa-a7c109-wplm-fravik.pages.dev/,openphish,1
http://s36p.top/,openphish,1
https://ssasdsws-dp6rwgcozchq.edgeone.dev/,openphish,1
https://iokjhg-dppo92ix1vbb.edgeone.dev/,openphish,1
https://wermlsd-dpe3980ssdc3.edgeone.dev/,openphish,1
http://myshop-711-com-tw.chinahaolu.link/ht/kefu.php,openphish,1
https://lcloud.com-appleid.com/static/pass_map2024/script/code6.php,openphish,1
https://www.robiox.com.py/games/120023201334582/Bubble-Pop-Simulator?privateServerLinkCode=231834291924738321793479738773,openphish,1
http://logincupolat.sytes.net/,openphish,1
https://www.metimask-log-signin.godaddysites.com/,openphish,1
https://versicherung-konto.com/unavailable,openphish,1
https://zswk.b-cdn.net/all1.html?eta=test@yahoo.com,openphish,1
http://www.vlidenaw.webcindario.com/,openphish,1
https://goo.su/eIx51,openphish,1
https://www.roblox.et/users/6535119648/profile,openphish,1
http://auspost.pv-oc.top/en/au/home.html,openphish,1
http://auspost.pv-oc.top/en/au/,openphish,1
http://cropped.link/forg1_bet_here?allowredirect=1,openphish,1
http://cropped.link/5uruk?allowredirect=1,openphish,1
http://cropped.link/odds_reg,openphish,1
http://cropped.link/esbdl24_kick?allowredirect=1,openphish,1
http://cropped.link/bhlaa?allowredirect=1,openphish,1
http://cropped.link/yowe_live?allowredirect=1,openphish,1
http://j53q.vip/,openphish,1
http://j53k.vip/,openphish,1
https://718345.top/,openphish,1
http://3115ww.cc/promo.html,openphish,1
https://mtcken.cc/,openphish,1
http://j53i.vip/,openphish,1
https://video-share-facebook.weebly.com/,openphish,1
http://netflix-deskhelp.com/,openphish,1
https://86066x6x16.com/,openphish,1
https://www.projecturbex.eu/img/kk.html,openphish,1
https://235694.blogspot.com/?m=1,openphish,1
https://faceb00k-pendrive.blogspot.com/?m=1,openphish,1
https://kgomotsodibetso.github.io/motso_netflix_assignment/,openphish,1
http://www.fortmex.top/,openphish,1
https://loginservice.cloud/E.ByU2yyIAJbKqD-La?/linkedin/slink?code=afSN103785,openphish,1
http://roblox.et/communities/8717151981/Eater-Taler,openphish,1
https://kundenservice.konto-versicherung.com/unavailable,openphish,1
https://kontakt.konto-versicherung.com/unavailable,openphish,1
https://de.konto-versicherung.com/unavailable,openphish,1
https://www.roblox.com.ml/users/377848526757/profile,openphish,1
https://eraxil-zomber-1e91ac-kthn-dravik.pages.dev/,openphish,1
https://xrivok-plnar-dx3006uhb-zjygh-8op905.pages.dev/,openphish,1
http://fanghong.xin/,openphish,1
http://codprize.com/,openphish,1
https://www.robiox.com.py/games/97598239454123/Grow-a-Garden-2?privateServerLinkCode=775877898108768636180976317168,openphish,1
https://form-box-0s1p.paul-90b.workers.dev/l/plkWZGU_OVg,openphish,1
https://user.mxwillow.com/68b98fa8d17fb768fb39ffce/l/OCKWi54acgCQAtytp?rn=,openphish,1
https://www.cnbsoprologiusaat.godaddysites.com/,openphish,1
http://qlavor-bintel-331x2fc-mrkt-grendal.pages.dev/,openphish,1
http://sites.google.com/view/fremenageursbrdetonsfrdevg/accueil,openphish,1
https://upgraded-funicular-szpxvuzr-diegow8117-cpu.ipfs.4everland.app/webmm123.txt?eta=bz@rxecvzajufmluxsy.myf,openphish,1
http://yfjvrlkp3qf7plngthgafb5avdthojxenrq4sjghbrd4g2vdlozq.ario3.arweave.io.vn/wVNYrU_cC_etppnMAoegqOZ3JuRsYckkxwxHw2qjW7M?eta=,openphish,1
http://www.robiox.com.py/users/232278294702/profile,openphish,1
http://roblox.com.mu/communities/4351447174/TradingXPlayerRO,openphish,1
https://www.wmgrab.com/,openphish,1
http://alertainusualdecorrespondencia.fwh.is/,openphish,1
https://peakorbitz.cfd/plot,openphish,1
http://accessharedpointui.cloud-ip.cc/C/final01/,openphish,1
https://www.roblox.com.ml/games/97598239454123/Grow-a-Garden-2?privateServerLinkCode=321339865841171458972345233158,openphish,1
http://www.18112.xyz/,openphish,1
https://1xlite-41141.bar/,openphish,1
https://urlto.me/2Xgc6.mp3,openphish,1
http://secure-page-builder--sabanobabatunde.replit.app/,openphish,1
http://www.att909876521137.weebly.com/,openphish,1
https://365629.cc/,openphish,1
https://www.chasexz.com/,openphish,1
http://www.17672.xyz/,openphish,1
http://9659aap19.vip/,openphish,1
http://tt-come.cfd/,openphish,1
https://www.roblox.com.ml/users/282564278986/profile,openphish,1
http://bafkreiak6rgnyp5ck6773bzh327hyjmfcbs7i6t6ihj35zuz2vljnyuh54.ipfs.dweb.link/,openphish,1
http://tksm.eu.cc/,openphish,1
https://www.roblox.com.ml/users/6063323759/profile,openphish,1
https://rnivok-zrelna-3tx94c-qjbyh-7rw823.pages.dev/,openphish,1
https://www.robiox.com.py/users/446325151881/profile,openphish,1
https://sso---en-ca--netcoins---com-cdn-auths.webflow.io/,openphish,1
https://flyaairlogis-dp1f8pq5osbp.edgeone.dev/,openphish,1
https://gzyzlsw.com/,openphish,1
http://www.242626.cc/,openphish,1
https://paag001.me/,openphish,1
https://spotifyclonefirst.netlify.app/,openphish,1
http://www.365outlookcl.webcindario.com/,openphish,1
https://danapinjam0.biz.id/,openphish,1
https://www.x7818.cc/,openphish,1
https://www.xpj560.cc/,openphish,1
http://main.d37khhekj0pd6u.amplifyapp.com/,openphish,1
https://urlto.me/2XAd6.mp3,openphish,1
http://universidadcdf.com/.99s/go.php?c=7ed0ea03,openphish,1
http://sucursalbancol.dothome.co.kr/,openphish,1
https://mxsiamy.us.cc/5g/home.html,openphish,1
https://www.mail25.info/?_mbox=INBOX,openphish,1
https://qrco.de/bgtJvW,openphish,1
https://yfmh30f98o67.swipepages.net/spectrumizing,openphish,1
https://ku2.me/lVhAh,openphish,1
https://yfmh30f98o67.swipepages.net/CustomerHelpDesk,openphish,1
https://ku2.me/SiCLt,openphish,1
https://www.imtoken-chn.org/,openphish,1
http://aeroexpressperu.com/dee/wmailt.html,openphish,1
https://fls-a1eaceca-fdc7-4744-a102-835c501a9e99.laravel.cloud/R-WeTransferinfoall.html,openphish,1
https://saurabhagni1234.github.io/amazonClone/,openphish,1
https://34xr34x4.pages.dev/,openphish,1
